"tanggal","total_volume","total_nilai","nilai_hari_lalu","persentase_pertumbuhan"
"2025-11-17",36,105966694.00,98277679.00,7.82
"2025-11-18",36,152928508.00,105966694.00,44.32
"2025-11-19",30,91837265.00,152928508.00,-39.95
"2025-11-20",29,93023016.00,91837265.00,1.29
"2025-11-21",32,116959737.00,93023016.00,25.73
"2025-11-22",27,76793695.00,116959737.00,-34.34
"2025-11-23",25,92529014.00,76793695.00,20.49
"2025-11-24",31,129922321.00,92529014.00,40.41
"2025-11-25",36,122174703.00,129922321.00,-5.96
"2025-11-26",25,77423494.00,122174703.00,-36.63
"2025-11-27",37,134899036.00,77423494.00,74.24
"2025-11-28",29,96083493.00,134899036.00,-28.77
"2025-11-29",27,78677781.00,96083493.00,-18.12
"2025-11-30",35,116244796.00,78677781.00,47.75
"2025-12-01",24,70885635.00,116244796.00,-39.02
"2025-12-02",36,134700822.00,70885635.00,90.03
"2025-12-03",21,59193025.00,134700822.00,-56.06
"2025-12-04",36,116078792.00,59193025.00,96.10
"2025-12-05",29,115986868.00,116078792.00,-0.08
"2025-12-06",33,102689734.00,115986868.00,-11.46
"2025-12-07",41,130586991.00,102689734.00,27.17
"2025-12-08",33,87217132.00,130586991.00,-33.21
"2025-12-09",45,173095739.00,87217132.00,98.47
"2025-12-10",33,116348018.00,173095739.00,-32.78
"2025-12-11",25,107216227.00,116348018.00,-7.85
"2025-12-12",36,103135989.00,107216227.00,-3.81
"2025-12-13",23,92317819.00,103135989.00,-10.49
"2025-12-14",35,108945285.00,92317819.00,18.01
"2025-12-15",33,104795159.00,108945285.00,-3.81
"2025-12-16",34,95017218.00,104795159.00,-9.33
"2025-12-17",37,99464829.00,95017218.00,4.68
"2025-12-18",39,128562913.00,99464829.00,29.25
"2025-12-19",34,156658869.00,128562913.00,21.85
"2025-12-20",40,109072715.00,156658869.00,-30.38
"2025-12-21",34,106944702.00,109072715.00,-1.95
"2025-12-22",20,77074164.00,106944702.00,-27.93
"2025-12-23",31,105775001.00,77074164.00,37.24
"2025-12-24",34,92356142.00,105775001.00,-12.69
"2025-12-25",36,113806561.00,92356142.00,23.23
"2025-12-26",31,113860548.00,113806561.00,0.05
"2025-12-27",38,120352287.00,113860548.00,5.70
"2025-12-28",35,123302535.00,120352287.00,2.45
"2025-12-29",43,143873833.00,123302535.00,16.68
"2025-12-30",30,74157897.00,143873833.00,-48.46
"2025-12-31",25,81299911.00,74157897.00,9.63
